Software / Hosting Transactions,,,,,,,,,
ULearn Limited,,,,,,,,,
For the period 1 January 2017 to 31 December 2024,,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Currency,Debit (Source),Credit (Source),Debit (EUR),Credit (EUR),Running Balance (EUR)
,,,,,,,,,
Software / Hosting,,,,,,,,,
10 Dec 2018,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0612US 19.98@1.13201,EUR,17.65,0.00,17.65,0.00,"29,028.40"
17 Dec 2018,Spend Money,A2 Hosting - Ulearn,,EUR,278.30,0.00,278.30,0.00,"29,306.70"
17 Dec 2018,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Nov 2018 to 16 Dec 2018.",IN-1252726,EUR,26.56,0.00,26.56,0.00,"29,333.26"
17 Dec 2018,Spend Money,"GoCardless-Leeson Telecom Holdings Ltd (HostIreland) - __________ULearn AccountsInline image 189 Harcourt Street, Dublin 2website: www.ulearnschool.come-mail: accounts@ulearnschool.comTelephone: (3531) 475 1222skype: u-learn",183772,EUR,676.50,0.00,676.50,0.00,"30,009.76"
18 Dec 2018,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,14.12,0.00,14.12,0.00,"30,023.88"
28 Dec 2018,Spend Money,CARD - Zopim - Zopim Chat Module,P2012US 14.00@1.13544,EUR,12.33,0.00,12.33,0.00,"30,036.21"
28 Dec 2018,Spend Money,SOFTWARE - Software / Hosting,POS22DEC ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"30,066.95"
31 Dec 2018,Manual Journal,Correction of accounts - Correction of accounts,#20788,EUR,0.00,"4,038.58",0.00,"4,038.58","26,028.37"
02 Jan 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,8.60,0.00,8.60,0.00,"26,036.97"
02 Jan 2019,Spend Money,ToutApp - ToutApp Email Software,P3012US 30.00@1.14242,EUR,26.26,0.00,26.26,0.00,"26,063.23"
02 Jan 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P2812US 49.00@1.14219,EUR,42.90,0.00,42.90,0.00,"26,106.13"
03 Jan 2019,Spend Money,CARD - Google - Ulearn,POS01JAN GOOGLE *GSUI,EUR,73.80,0.00,73.80,0.00,"26,179.93"
04 Jan 2019,Spend Money,Express VPN - Ulearn,,EUR,11.43,0.00,11.43,0.00,"26,191.36"
04 Jan 2019,Payable Invoice,"Fidelo Software - 4,00 users Fidelo - School - Elite Package 75,00 € 10,00 % 270,00 €
# Core module
# Class scheduling, accommodation matching and
insurances
# Online forms
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Extended accounting and Report generator
# Quotation module and Complaint management
# Support
# Hosting, Server administration and Backups
including SSL encryption
# Support including 2 hours complimentary training
per month and 1 day free onsite training per year
# Period: 01.12.2018 until 31.12.2018
", 3892,EUR,321.30,0.00,321.30,0.00,"26,512.66"
04 Jan 2019,Spend Money,TradingView - Ulearn ,,EUR,13.20,0.00,13.20,0.00,"26,525.86"
07 Jan 2019,Spend Money,CARD - Github - Github Repos,P0301US  7.00@1.13085,EUR,6.19,0.00,6.19,0.00,"26,532.05"
08 Jan 2019,Spend Money,CARD - Cazoomi - Sync Apps Recurring Subscription,P0601US 19.98@1.13458,EUR,17.61,0.00,17.61,0.00,"26,549.66"
11 Jan 2019,Spend Money,Carbonite - Backup,,EUR,62.96,0.00,62.96,0.00,"26,612.62"
11 Jan 2019,Spend Money,Carbonite - Backup,ZIN03228668,EUR,97.94,0.00,97.94,0.00,"26,710.56"
15 Jan 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,106.13,0.00,106.13,0.00,"26,816.69"
21 Jan 2019,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Dec 2018 to 16 Jan 2019.",IN-1292410,EUR,26.39,0.00,26.39,0.00,"26,843.08"
21 Jan 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,14.01,0.00,14.01,0.00,"26,857.09"
22 Jan 2019,Spend Money,"CARD - Zopim - Chat Basic Subscription
01/20/2019-02/19/2019
Month",INV04028134,EUR,12.33,0.00,12.33,0.00,"26,869.42"
24 Jan 2019,Spend Money,SOFTWARE - Software / Hosting,POS22JAN ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"26,900.16"
25 Jan 2019,Spend Money,Flickr - ULEARN,,EUR,45.46,0.00,45.46,0.00,"26,945.62"
30 Jan 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P2801US 49.00@1.13900,EUR,43.02,0.00,43.02,0.00,"26,988.64"
30 Jan 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,8.60,0.00,8.60,0.00,"26,997.24"
01 Feb 2019,Spend Money,CARD - Google - Ulearn - Montly ,3546646035,EUR,73.80,0.00,73.80,0.00,"27,071.04"
01 Feb 2019,Spend Money,ToutApp - ToutApp Email Software,P3001US 30.00@1.14025,EUR,26.31,0.00,26.31,0.00,"27,097.35"
05 Feb 2019,Spend Money,CARD - Github - Github Repos,P0302US  7.00@1.14379,EUR,6.12,0.00,6.12,0.00,"27,103.47"
06 Feb 2019,Payable Invoice,"Fidelo Software - 4,00 users Fidelo - School - Elite Package 75,00 € 10,00 % 270,00 €
# Core module
# Class scheduling, accommodation matching and
insurances
# Online forms
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Extended accounting and Report generator
# Quotation module and Complaint management
# Support
# Hosting, Server administration and Backups
including SSL encryption
# Support including 2 hours complimentary training
per month and 1 day free onsite training per year
# Period: 01.01.2019 until 31.01.2019
",3972,EUR,321.30,0.00,321.30,0.00,"27,424.77"
06 Feb 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,117.65,0.00,117.65,0.00,"27,542.42"
07 Feb 2019,Spend Money,Supportking - ULearn,,EUR,36.01,0.00,36.01,0.00,"27,578.43"
08 Feb 2019,Spend Money,CARD - Cazoomi - SyncApps - Sync Apps Recurring Subscription,P0602US 19.98@1.13587,EUR,17.59,0.00,17.59,0.00,"27,596.02"
08 Feb 2019,Receive Money,Supportking - ULearn,,EUR,0.00,36.01,0.00,36.01,"27,560.01"
11 Feb 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,11.66,0.00,11.66,0.00,"27,571.67"
19 Feb 2019,Spend Money,CARD - Xero Subscription - ULearn - Monthly bill,P1702US 30.00@1.12317,EUR,26.71,0.00,26.71,0.00,"27,598.38"
19 Feb 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,113.05,0.00,113.05,0.00,"27,711.43"
20 Feb 2019,Spend Money,"CARD - Zopim - Chat Basic Subscription
02/20/2019-03/19/2019
Month ",INV04117958,EUR,12.37,0.00,12.37,0.00,"27,723.80"
26 Feb 2019,Spend Money,SOFTWARE - Software / Hosting,POS22FEB ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"27,754.54"
26 Feb 2019,Spend Money,"GoDaddy.com, LLC - ULearn",,EUR,235.30,0.00,235.30,0.00,"27,989.84"
28 Feb 2019,Spend Money,"GoDaddy.com, LLC - ULEARN",,EUR,26.86,0.00,26.86,0.00,"28,016.70"
01 Mar 2019,Spend Money,"GoDaddy.com, LLC - ULearn",,EUR,38.92,0.00,38.92,0.00,"28,055.62"
04 Mar 2019,Spend Money,ToutApp - ToutApp Email Software,P2802US 30.00@1.13550,EUR,26.42,0.00,26.42,0.00,"28,082.04"
04 Mar 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P2802US 49.00@1.13583,EUR,43.14,0.00,43.14,0.00,"28,125.18"
04 Mar 2019,Spend Money,"GoDaddy.com, LLC - ULearn",,EUR,8.60,0.00,8.60,0.00,"28,133.78"
05 Mar 2019,Spend Money,CARD - Github - Github Repos,P0303US  7.00@1.13452,EUR,6.17,0.00,6.17,0.00,"28,139.95"
05 Mar 2019,Spend Money,CARD - Google - ULearn ,,EUR,73.80,0.00,73.80,0.00,"28,213.75"
08 Mar 2019,Spend Money,CARD - Cazoomi - SyncApps - Sync Apps Recurring Subscription,P0603US 19.98@1.12881,EUR,17.70,0.00,17.70,0.00,"28,231.45"
13 Mar 2019,Payable Invoice,"Fidelo Software - 4,00 users Fidelo - School - Elite Package 75,00 € 10,00 % 270,00 €
# Core module
# Class scheduling, accommodation matching and
insurances
# Online forms
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Extended accounting and Report generator
# Quotation module and Complaint management
# Support
# Hosting, Server administration and Backups
including SSL encryption
# Support including 2 hours complimentary training
per month and 1 day free onsite training per year
# Period: 01.02.2019 until 28.02.2019",4050,EUR,321.30,0.00,321.30,0.00,"28,552.75"
14 Mar 2019,Spend Money,A2 Hosting - ULearn,,EUR,278.30,0.00,278.30,0.00,"28,831.05"
20 Mar 2019,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Feb 2019 to 16 Mar 2019.",IN-1374886,EUR,26.56,0.00,26.56,0.00,"28,857.61"
20 Mar 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,20.40,0.00,20.40,0.00,"28,878.01"
20 Mar 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,94.12,0.00,94.12,0.00,"28,972.13"
22 Mar 2019,Spend Money,CARD - Zopim - Zopim Chat Module,P2003US 14.00@1.13360,EUR,12.35,0.00,12.35,0.00,"28,984.48"
26 Mar 2019,Spend Money,SOFTWARE - Software / Hosting,POS22MAR ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"29,015.22"
28 Mar 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,12.29,0.00,12.29,0.00,"29,027.51"
01 Apr 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P2803US 49.00@1.12128,EUR,43.70,0.00,43.70,0.00,"29,071.21"
01 Apr 2019,Spend Money,"GoDaddy.com, LLC - ULearn",,EUR,8.60,0.00,8.60,0.00,"29,079.81"
03 Apr 2019,Spend Money,CARD - Google - ULEARN,GOOGLE*GSUIT,EUR,73.80,0.00,73.80,0.00,"29,153.61"
04 Apr 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,73.05,0.00,73.05,0.00,"29,226.66"
05 Apr 2019,Spend Money,CARD - Github - Github Repos,P0304US  7.00@1.12000,EUR,6.25,0.00,6.25,0.00,"29,232.91"
08 Apr 2019,Payable Invoice,"Fidelo Software - 4,00 users Fidelo - School - Elite Package 75,00 € 10,00 % 270,00 €
# Core module
# Class scheduling, accommodation matching and
insurances
# Online forms
# Pay your providers and contracts
# Extensive CRM
# Attendance and Transcripts
# Extended accounting and Report generator
# Quotation module and Complaint management
# Support
# Hosting, Server administration and Backups
including SSL encryption
# Support including 2 hours complimentary training
per month and 1 day free onsite training per year
# Period: 01.03.2019 until 30.03.2019
",4131,EUR,321.30,0.00,321.30,0.00,"29,554.21"
09 Apr 2019,Spend Money,CARD - Cazoomi - SyncApps - Sync Apps Recurring Subscription,P0604US 19.98@1.12121,EUR,17.82,0.00,17.82,0.00,"29,572.03"
23 Apr 2019,Spend Money,CARD - Xero Subscription - ULearn,P1704US 30.00@1.12781,EUR,26.60,0.00,26.60,0.00,"29,598.63"
24 Apr 2019,Spend Money,SOFTWARE - Software / Hosting,POS22APR ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"29,629.37"
24 Apr 2019,Spend Money,"GoDaddy.com, LLC - Ulearn ",,EUR,23.86,0.00,23.86,0.00,"29,653.23"
24 Apr 2019,Spend Money,CARD - Zopim - Zopim Chat Module,P2004US 14.00@1.12269,EUR,12.47,0.00,12.47,0.00,"29,665.70"
24 Apr 2019,Spend Money,TubePress - youtube syndication software,POS22APR PAYPAL *TUBE,EUR,36.72,0.00,36.72,0.00,"29,702.42"
29 Apr 2019,Spend Money,CARD - HighRise - Highrise Plus Plan,Highrise Plus Plan,EUR,44.10,0.00,44.10,0.00,"29,746.52"
01 May 2019,Spend Money,"GoDaddy.com, LLC - ULearn",,EUR,8.60,0.00,8.60,0.00,"29,755.12"
03 May 2019,Spend Money,CARD - Google - CARD - Google,POS01MAY GOOGLE *GSUI,EUR,95.20,0.00,95.20,0.00,"29,850.32"
03 May 2019,Payable Invoice,"Fidelo Software - Fidelo School - Elite package 75,00 € 10,00 % 270,00 €
# Period: 01.04.2019 until 30.04.2019",4179,EUR,321.30,0.00,321.30,0.00,"30,171.62"
08 May 2019,Spend Money,CARD - Cazoomi - SyncApps - Sync Apps Recurring Subscription,P0605US 19.98@1.11620,EUR,17.90,0.00,17.90,0.00,"30,189.52"
08 May 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,6.14,0.00,6.14,0.00,"30,195.66"
08 May 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,12.83,0.00,12.83,0.00,"30,208.49"
08 May 2019,Spend Money,CARD - Github - Github Repos,P0305US  7.00@1.11287,EUR,6.29,0.00,6.29,0.00,"30,214.78"
09 May 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,117.65,0.00,117.65,0.00,"30,332.43"
14 May 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,12.83,0.00,12.83,0.00,"30,345.26"
14 May 2019,Spend Money,"GoDaddy.com, LLC - ULearn",,EUR,14.93,0.00,14.93,0.00,"30,360.19"
16 May 2019,Spend Money,Wistia Software company - ULearn,P1405US480.00@1.12000,EUR,428.57,0.00,428.57,0.00,"30,788.76"
17 May 2019,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Apr 2019 to 16 May 2019",IN-1461848,EUR,26.90,0.00,26.90,0.00,"30,815.66"
21 May 2019,Spend Money,"GoDaddy.com, LLC - hosting",,EUR,12.29,0.00,12.29,0.00,"30,827.95"
22 May 2019,Spend Money,"GoDaddy.com, LLC - Ulearn ",,EUR,61.96,0.00,61.96,0.00,"30,889.91"
23 May 2019,Spend Money,CARD - Zopim - Zopim Chat Module,P2005US 14.00@1.11376,EUR,12.57,0.00,12.57,0.00,"30,902.48"
24 May 2019,Spend Money,SOFTWARE - Software / Hosting,POS22MAY ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"30,933.22"
30 May 2019,Spend Money,"GoDaddy.com, LLC - ULearn",,EUR,8.60,0.00,8.60,0.00,"30,941.82"
30 May 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P2805US 49.00@1.11591,EUR,43.91,0.00,43.91,0.00,"30,985.73"
31 May 2019,Spend Money,A2 Hosting - ULearn,POS29MAY A2 HOSTING 1,EUR,278.30,0.00,278.30,0.00,"31,264.03"
05 Jun 2019,Spend Money,"GoDaddy.com, LLC - hosting",,EUR,14.30,0.00,14.30,0.00,"31,278.33"
05 Jun 2019,Payable Invoice,"Fidelo Software - 4,00 users Fidelo School - Elite package 75,00 € 10,00 % 270,00 €
# Period: 01.05.2019 until 31.05.2019
",4302,EUR,321.30,0.00,321.30,0.00,"31,599.63"
05 Jun 2019,Spend Money,CARD - Github - Github Repos,P0306US  7.00@1.11464,EUR,6.28,0.00,6.28,0.00,"31,605.91"
05 Jun 2019,Spend Money,CARD - Google - ULearn,3593081547Google,EUR,95.94,0.00,95.94,0.00,"31,701.85"
06 Jun 2019,Spend Money,SOFTWARE - Software / Hosting,POS04JUN LETSHOST.IE,EUR,33.20,0.00,33.20,0.00,"31,735.05"
10 Jun 2019,Spend Money,CARD - Cazoomi - SyncApps - Sync Apps Recurring Subscription,P0606US 19.98@1.11995,EUR,17.84,0.00,17.84,0.00,"31,752.89"
12 Jun 2019,Spend Money,HMA - Hide My Ass Proxy ,,EUR,72.06,0.00,72.06,0.00,"31,824.95"
17 Jun 2019,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 May 2019 to 16 Jun 2019.",IN-1506449,EUR,26.78,0.00,26.78,0.00,"31,851.73"
21 Jun 2019,Spend Money,"GoDaddy.com, LLC - Domain renewals",,EUR,62.31,0.00,62.31,0.00,"31,914.04"
25 Jun 2019,Spend Money,SOFTWARE - Software / Hosting,POS22JUN ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"31,944.78"
25 Jun 2019,Spend Money,CARD - Zopim - Zopim Chat Module,P2006US 14.00@1.12812,EUR,12.41,0.00,12.41,0.00,"31,957.19"
02 Jul 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P2806US 49.00@1.13504,EUR,43.17,0.00,43.17,0.00,"32,000.36"
02 Jul 2019,Spend Money,"GoDaddy.com, LLC - ULearn ",,EUR,8.60,0.00,8.60,0.00,"32,008.96"
03 Jul 2019,Payable Invoice,"Fidelo Software - 4,00 users Fidelo School - Elite package 75,00 € 10,00 % 270,00 €
# Period: 01.06.2019 until 30.06.2019",4398,EUR,321.30,0.00,321.30,0.00,"32,330.26"
04 Jul 2019,Spend Money,CARD - Google - ULearn,3603598757,EUR,95.94,0.00,95.94,0.00,"32,426.20"
05 Jul 2019,Spend Money,CARD - Github - Github Repos,P0307US  7.00@1.12721,EUR,6.21,0.00,6.21,0.00,"32,432.41"
08 Jul 2019,Spend Money,CARD - Cazoomi - SyncApps - Subscription,59923,EUR,17.83,0.00,17.83,0.00,"32,450.24"
11 Jul 2019,Spend Money,SOFTWARE - Cloud Software misc,,EUR,22.95,0.00,22.95,0.00,"32,473.19"
15 Jul 2019,Spend Money,"GoDaddy.com, LLC - Hosting",,EUR,45.83,0.00,45.83,0.00,"32,519.02"
15 Jul 2019,Spend Money,"GoDaddy.com, LLC - Hosting ",,EUR,78.68,0.00,78.68,0.00,"32,597.70"
17 Jul 2019,Spend Money,"GoDaddy.com, LLC - Ulearn",,EUR,71.82,0.00,71.82,0.00,"32,669.52"
18 Jul 2019,Spend Money,CARD - Xero Subscription - Ulearn,P1707US 0030.00@0.893,EUR,26.79,0.00,26.79,0.00,"32,696.31"
06 Aug 2019,Spend Money,CARD - Google - Ulearn ,,EUR,95.94,0.00,95.94,0.00,"32,792.25"
06 Aug 2019,Spend Money,SOFTWARE - Software / Hosting,POS02AUG ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"32,822.99"
06 Aug 2019,Spend Money,"CARD - Zopim - Chat Basic Subscription
07/20/2019-08/19/2019
Mon",,EUR,12.65,0.00,12.65,0.00,"32,835.64"
07 Aug 2019,Payable Invoice,"Fidelo Software - 6,00 users Fidelo School - Elite package
# Period: 01/07/19 until 31/07/19",4496,EUR,460.53,0.00,460.53,0.00,"33,296.17"
07 Aug 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P0608US 0049.00@0.895,EUR,43.88,0.00,43.88,0.00,"33,340.05"
09 Aug 2019,Spend Money,"GoDaddy.com, LLC - EconomyHostingLinuxRenewal",GoDaddy,EUR,103.17,0.00,103.17,0.00,"33,443.22"
12 Aug 2019,Spend Money,"GoDaddy.com, LLC - Domain Renewal",Domain Renewal,EUR,34.02,0.00,34.02,0.00,"33,477.24"
13 Aug 2019,Spend Money,"GoDaddy.com, LLC - Business Registration Renewal",Registration Renewal,EUR,5.66,0.00,5.66,0.00,"33,482.90"
13 Aug 2019,Spend Money,"GoDaddy.com, LLC - Domain Renewal - 1 year",,EUR,82.56,0.00,82.56,0.00,"33,565.46"
20 Aug 2019,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Jul 2019 to 16 Aug 2019",IN-1598663,EUR,27.09,0.00,27.09,0.00,"33,592.55"
22 Aug 2019,Spend Money,CARD - Zopim - ULearn,INV04776961,EUR,12.64,0.00,12.64,0.00,"33,605.19"
22 Aug 2019,Spend Money,CARD - Cazoomi - SyncApps - Subscription,,EUR,18.03,0.00,18.03,0.00,"33,623.22"
23 Aug 2019,Spend Money,SOFTWARE - Software / Hosting,POS22AUG ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"33,653.96"
02 Sept 2019,Spend Money,CARD - Google - Domain name ulearn.ie,3629013002,EUR,95.94,0.00,95.94,0.00,"33,749.90"
05 Sept 2019,Payable Invoice,"Fidelo Software - 6,00 users Fidelo School - Elite package 71,67 € 10,00 % 387,00 ",4584,EUR,460.53,0.00,460.53,0.00,"34,210.43"
06 Sept 2019,Spend Money,Duronic - DM25D2,INV-8182,EUR,32.42,0.00,32.42,0.00,"34,242.85"
06 Sept 2019,Spend Money,CARD - HighRise - HighRise CRM Software,P0609US 0049.00@0.907,EUR,44.47,0.00,44.47,0.00,"34,287.32"
06 Sept 2019,Spend Money,CARD - Cazoomi - SyncApps - Sync Apps Recurring Subscription,P0609US 0019.98@0.907,EUR,18.13,0.00,18.13,0.00,"34,305.45"
12 Sept 2019,Payable Invoice,A2 Hosting - Hosting,A2H-1043660,EUR,278.30,0.00,278.30,0.00,"34,583.75"
17 Sept 2019,Spend Money,Spotify - Accounting ,POS15SEP PAYPAL *SPOT,EUR,9.99,0.00,9.99,0.00,"34,593.74"
17 Sept 2019,Payable Invoice,"Xero (NZ) Ltd - ULearn. Monthly Subscription, Standard Price Plan, 17 Aug 2019 to 16 Sep 2019.",IN-1646197,EUR,27.30,0.00,27.30,0.00,"34,621.04"
20 Sept 2019,Spend Money,CARD - Zopim - ULearn,INV04933635,EUR,12.73,0.00,12.73,0.00,"34,633.77"
23 Sept 2019,Spend Money,ADOBE - Adobe Software,23SEP ADOBE *CREATIV,EUR,30.74,0.00,30.74,0.00,"34,664.51"
24 Sept 2019,Spend Money,ADOBE - Adobe Software,POS23SEP ADOBE  CREAT,EUR,30.74,0.00,30.74,0.00,"34,695.25"
28 Sept 2019,Spend Money,Carbonite - Backup,ZINo4495090,EUR,125.82,0.00,125.82,0.00,"34,821.07"
30 Sept 2019,Spend Money,CARD - Google - Domain name ulearn.ie,3641175917,EUR,95.94,0.00,95.94,0.00,"34,917.01"
30 Sept 2019,Spend Money,Blacknight - POS28SEP BLACKNIGHT I,,EUR,61.44,0.00,61.44,0.00,"34,978.45"
02 Oct 2019,Payable Invoice,"Fidelo Software - 6,00 users Fidelo School - Elite package
# Period: 01.09.2019 until 30.09.2019",4682,EUR,460.53,0.00,460.53,0.00,"35,438.98"
06 Oct 2019,Spend Money,CARD - Cazoomi - SyncApps - Sync Apps Recurring Subscription,63963,EUR,18.24,0.00,18.24,0.00,"35,457.22"
06 Oct 2019,Spend Money,CARD - HighRise - HighRise CRM Software,13174210,EUR,44.72,0.00,44.72,0.00,"35,501.94"
12 Oct 2019,Spend Money,"GoDaddy.com, LLC - Domain Name Renewal",,EUR,22.30,0.00,22.30,0.00,"35,524.24"
13 Oct 2019,Spend Money,"GoDaddy.com, LLC - Domain Name Renewal",,EUR,42.36,0.00,42.36,0.00,"35,566.60"
15 Oct 2019,Spend Money,Spotify - Spotify ,,EUR,9.99,0.00,9.99,0.00,"35,576.59"
17 Oct 2019,Payable Invoice,"Xero (NZ) Ltd - ULearn. Monthly Subscription, Standard Price Plan, 17 Sep 2019 to 16 Oct 2019.",IN-1694627,EUR,27.24,0.00,27.24,0.00,"35,603.83"
18 Oct 2019,Spend Money,"CARD - Xero Subscription - ULearn. Monthly Subscription, Standard Price Plan, 17 Sep 2019 to 16 Oct 2019. 30.00
",IN-1694627,EUR,27.11,0.00,27.11,0.00,"35,630.94"
20 Oct 2019,Spend Money,"CARD - Zopim - Chat Basic Subscription
10/20/2019-11/19/2019
Month ",INV05033921,EUR,12.60,0.00,12.60,0.00,"35,643.54"
23 Oct 2019,Spend Money,SOFTWARE - Software / Hosting,POS22OCT ADOBE CREATI,EUR,30.74,0.00,30.74,0.00,"35,674.28"
01 Nov 2019,Spend Money,"GoDaddy.com, LLC - Web Host",,EUR,23.53,0.00,23.53,0.00,"35,697.81"
05 Nov 2019,Payable Invoice,"Fidelo Software - 6,00 users Fidelo School - Elite 
Period: 01.10.2019 until 31.10.2019",4775,EUR,460.53,0.00,460.53,0.00,"36,158.34"
07 Nov 2019,Spend Money,CARD - HighRise - HighRise CRM Software,,EUR,44.29,0.00,44.29,0.00,"36,202.63"
20 Nov 2019,Spend Money,"CARD - Zopim - Chat Basic Subscription
11/20/2019-12/19/2019
Month",INV05134687,EUR,12.67,0.00,12.67,0.00,"36,215.30"
25 Nov 2019,Spend Money,SOFTWARE - Software / Hosting,POS22NOV ADOBE CREATI,EUR,30.74,0.00,30.74,0.00,"36,246.04"
26 Nov 2019,Spend Money,2Checkout - Brixx f inancial f orecasting subscription,BV41967717,EUR,43.15,0.00,43.15,0.00,"36,289.19"
03 Dec 2019,Spend Money,CARD - Google - Google Cloud - GSuite,3664467999,EUR,95.94,0.00,95.94,0.00,"36,385.13"
16 Dec 2019,Spend Money,"GoDaddy.com, LLC - CARD - Ulearn",,EUR,14.37,0.00,14.37,0.00,"36,399.50"
17 Dec 2019,Spend Money,"Xero Subscription - CARD - ULearn. Monthly Subscription, Standard Price Plan, 17 Nov 2019 to 16 Dec 2019",IN-1794684,EUR,27.01,0.00,27.01,0.00,"36,426.51"
17 Dec 2019,Payable Invoice,"Fidelo - 6,00 users Fidelo School - Elite package
Period: 01.11.2019 until 30.11.2019",4873,EUR,460.53,0.00,460.53,0.00,"36,887.04"
18 Dec 2019,Spend Money,WONDER IDEA TECHNOLOGY LIMITED - Online Brochure Flipbook Software,17DEC PAYPAL *WONDER,EUR,13.91,0.00,13.91,0.00,"36,900.95"
20 Dec 2019,Spend Money,"Zopim - CARD - Chat Basic Subscription
12/20/2019-01/19/2020
Month ",INV05234058,EUR,12.66,0.00,12.66,0.00,"36,913.61"
30 Dec 2019,Spend Money,A2 Hosting - Hosting,POS26DEC A2 HOSTING 2,EUR,278.30,0.00,278.30,0.00,"37,191.91"
01 Jan 2020,Payable Invoice,"Fidelo - 6,00 users Fidelo School - Elite package

Period: 01.12.2019 until 31.12.2019
",4972,EUR,460.53,0.00,460.53,0.00,"37,652.44"
06 Jan 2020,Spend Money,"HighRise - CARD - HighRise CRM Software

January 6, 2020 - February 6, 2020
",13367604,EUR,43.93,0.00,43.93,0.00,"37,696.37"
06 Jan 2020,Spend Money,CARD - Google - GSuite Sub,,EUR,95.94,0.00,95.94,0.00,"37,792.31"
06 Jan 2020,Spend Money,CARD - Google - GSuite Sub,,EUR,95.94,0.00,95.94,0.00,"37,888.25"
07 Jan 2020,Spend Money,zapier - zaps,,EUR,17.93,0.00,17.93,0.00,"37,906.18"
11 Jan 2020,Spend Money,Zoho - Zoho People 1 Mth 5 Users,2000089199522,EUR,18.45,0.00,18.45,0.00,"37,924.63"
11 Jan 2020,Spend Money,Zoho - Zoho People NonUser Upgrade,2000089199910,EUR,7.38,0.00,7.38,0.00,"37,932.01"
11 Jan 2020,Spend Money,Zoho - Zoho People NonUser Upgrade#2,2000089201420,EUR,7.38,0.00,7.38,0.00,"37,939.39"
12 Jan 2020,Spend Money,Zoho - Zoho Recruit,8000089311222,EUR,43.05,0.00,43.05,0.00,"37,982.44"
12 Jan 2020,Spend Money,Zoho - Service: Zoho People,9436375,EUR,3.57,0.00,3.57,0.00,"37,986.01"
13 Jan 2020,Spend Money,Zoho - Service: Zoho People,,EUR,3.57,0.00,3.57,0.00,"37,989.58"
14 Jan 2020,Spend Money,SOFTWARE - Software / Hosting,POS13JAN Adobe.com,EUR,30.74,0.00,30.74,0.00,"38,020.32"
14 Jan 2020,Spend Money,"GoDaddy.com, LLC - CARD - Ulearn",,EUR,123.42,0.00,123.42,0.00,"38,143.74"
17 Jan 2020,Spend Money,"Xero Subscription - CARD - ULearn Monthly Subscription, Standard Price Plan, 
17 Dec 2019 to 16 Jan 2020",IN-1846094,EUR,27.06,0.00,27.06,0.00,"38,170.80"
20 Jan 2020,Spend Money,"GoDaddy.com, LLC - CARD - Ulearn",,EUR,14.34,0.00,14.34,0.00,"38,185.14"
